addr:country,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:place,巷,弄,號,TWD97橫坐標,TWD97縱坐標,WGS84經度,WGS84緯度
TW,臺中市,南區,平和里,006,和平一巷2弄,17號,,,臺中市南區平和里006鄰和平一巷2弄17號,216571.3907,2668338.2231,120.671132034935,24.119874779574
TW,臺中市,南區,平和里,007,和平一巷2弄,18號,,,臺中市南區平和里007鄰和平一巷2弄18號,216533.1208,2668335.9631,120.670755595805,24.119853562402
TW,臺中市,南區,平和里,006,和平一巷2弄,19號,,,臺中市南區平和里006鄰和平一巷2弄19號,216570.3163,2668326.5773,120.671121733955,24.119769601736
TW,臺中市,南區,平和里,006,和平一巷2弄,19之1號,,,臺中市南區平和里006鄰和平一巷2弄19之1號,216571.1507,2668328.2232,120.67112990462,24.119784481616
TW,臺中市,南區,平和里,007,和平一巷2弄,20號,,,臺中市南區平和里007鄰和平一巷2弄20號,216534.4708,2668329.4632,120.670769026978,24.11979490066
TW,臺中市,南區,平和里,006,和平一巷2弄,21號,,,臺中市南區平和里006鄰和平一巷2弄21號,216543.7908,2668329.4232,120.670860716071,24.119794737066
TW,臺中市,南區,平和里,007,和平一巷2弄,22號,,,臺中市南區平和里007鄰和平一巷2弄22號,216531.0508,2668319.7132,120.670735607004,24.119706792593
TW,臺中市,南區,平和里,006,和平一巷2弄,23號,,,臺中市南區平和里006鄰和平一巷2弄23號,216549.9606,2668329.1622,120.670921419273,24.119792511188
TW,臺中市,南區,平和里,007,和平一巷2弄,24號,,,臺中市南區平和里007鄰和平一巷2弄24號,216521.4308,2668323.8722,120.670640871451,24.119744141383
TW,臺中市,南區,平和里,006,和平一巷2弄,25號,,,臺中市南區平和里006鄰和平一巷2弄25號,216543.1007,2668322.3322,120.67085409078,24.119730695762
TW,臺中市,南區,平和里,007,和平一巷2弄,26號,,,臺中市南區平和里007鄰和平一巷2弄26號,216521.3308,2668328.3432,120.670639784349,24.119784509205
TW,臺中市,南區,平和里,006,和平一巷2弄,27號,,,臺中市南區平和里006鄰和平一巷2弄27號,216547.0407,2668322.0822,120.670892857413,24.11972852195
TW,臺中市,南區,平和里,007,和平一巷2弄,28號,,,臺中市南區平和里007鄰和平一巷2弄28號,216523.4408,2668307.9632,120.670661013024,24.119600537084
TW,臺中市,南區,平和里,006,和平一巷2弄,29號,,,臺中市南區平和里006鄰和平一巷2弄29號,216550.7907,2668321.8322,120.670929754866,24.119726344103
TW,臺中市,南區,平和里,007,和平一巷2弄,30號,,,臺中市南區平和里007鄰和平一巷2弄30號,216533.0108,2668308.0822,120.670755157747,24.119601814511
TW,臺中市,南區,平和里,006,和平一巷2弄,31號,,,臺中市南區平和里006鄰和平一巷2弄31號,216554.3707,2668321.8322,120.670964974123,24.119726419966
TW,臺中市,南區,平和里,006,和平一巷2弄,33號,,,臺中市南區平和里006鄰和平一巷2弄33號,216560.1107,2668325.0032,120.671021369791,24.119755173455
TW,臺中市,南區,平和里,007,和平一巷2弄,34號,,,臺中市南區平和里007鄰和平一巷2弄34號,216527.2208,2668308.0822,120.67069819705,24.119601691735
TW,臺中市,南區,平和里,006,和平一巷2弄,35號,,,臺中市南區平和里006鄰和平一巷2弄35號,216543.0608,2668312.2232,120.670853931718,24.11963941785
TW,臺中市,南區,平和里,007,和平一巷2弄,36號,,,臺中市南區平和里007鄰和平一巷2弄36號,216516.7908,2668312.8322,120.670595479308,24.119644359629
TW,臺中市,南區,平和里,006,和平一巷2弄,37號,,,臺中市南區平和里006鄰和平一巷2弄37號,216548.9707,2668312.1822,120.670912072929,24.119639172908
TW,臺中市,南區,平和里,007,和平一巷2弄,38號,,,臺中市南區平和里007鄰和平一巷2弄38號,216512.4448,2668307.9882,120.670552836312,24.119600529562
TW,臺中市,南區,平和里,006,和平一巷2弄,39號,,,臺中市南區平和里006鄰和平一巷2弄39號,216554.5707,2668312.1532,120.670967165136,24.11963902973
TW,臺中市,南區,平和里,007,和平一巷2弄,40號,,,臺中市南區平和里007鄰和平一巷2弄40號,216535.3188,2668299.4123,120.670778063601,24.119523579524
TW,臺中市,南區,平和里,006,和平一巷2弄,41號,,,臺中市南區平和里006鄰和平一巷2弄41號,216559.5907,2668312.1732,120.671016550303,24.119639316678
TW,臺中市,南區,平和里,007,和平一巷2弄,42號,,,臺中市南區平和里007鄰和平一巷2弄42號,216535.5388,2668296.3323,120.670780299056,24.119495773982
TW,臺中市,南區,平和里,006,和平一巷2弄,43號,,,臺中市南區平和里006鄰和平一巷2弄43號,216543.1008,2668305.5822,120.6708544786,24.119579455199
TW,臺中市,南區,平和里,006,和平一巷2弄,45號,,,臺中市南區平和里006鄰和平一巷2弄45號,216547.0407,2668305.5822,120.67089323843,24.119579538707
TW,臺中市,南區,平和里,007,和平一巷2弄,46號,,,臺中市南區平和里007鄰和平一巷2弄46號,216530.8308,2668296.2823,120.670733984021,24.119495222695
TW,臺中市,南區,平和里,006,和平一巷2弄,47號,,,臺中市南區平和里006鄰和平一巷2弄47號,216550.9507,2668305.5822,120.670931704111,24.119579621571
TW,臺中市,南區,平和里,007,和平一巷2弄,48之1號,,,臺中市南區平和里007鄰和平一巷2弄48之1號,216525.4108,2668296.3433,120.670680661934,24.119495658545
TW,臺中市,南區,平和里,006,和平一巷2弄,49號,,,臺中市南區平和里006鄰和平一巷2弄49號,216554.5707,2668305.5822,120.670967316839,24.119579698281
TW,臺中市,南區,平和里,007,和平一巷2弄,50號,,,臺中市南區平和里007鄰和平一巷2弄50號,216517.9508,2668297.0933,120.670607254885,24.119502272283
TW,臺中市,南區,平和里,006,和平一巷2弄,51號,,,臺中市南區平和里006鄰和平一巷2弄51號,216559.7317,2668306.2272,120.671018074682,24.119585631521
TW,臺中市,南區,平和里,007,和平一巷2弄,52號,,,臺中市南區平和里007鄰和平一巷2弄52號,216533.5408,2668288.5823,120.670760822238,24.119425754642
TW,臺中市,南區,平和里,006,和平一巷2弄,53號,,,臺中市南區平和里006鄰和平一巷2弄53號,216570.7707,2668306.8322,120.671126659872,24.119591328075
TW,臺中市,南區,平和里,006,和平一巷2弄,53之1號,,,臺中市南區平和里006鄰和平一巷2弄53之1號,216570.0296,2668310.7482,120.671119278734,24.11962667107
TW,臺中市,南區,平和里,007,和平一巷2弄,54號,,,臺中市南區平和里007鄰和平一巷2弄54號,216529.3108,2668289.5933,120.670719185163,24.119434793559
TW,臺中市,南區,平和里,006,和平一巷2弄,55號,,,臺中市南區平和里006鄰和平一巷2弄55號,216570.6907,2668302.8323,120.671125965152,24.11955520923
TW,臺中市,南區,平和里,007,和平一巷2弄,56號,,,臺中市南區平和里007鄰和平一巷2弄56號,216526.4608,2668289.7133,120.670691144778,24.119435816636
TW,臺中市,南區,平和里,006,和平一巷2弄,57號,,,臺中市南區平和里006鄰和平一巷2弄57號,216543.4107,2668295.9633,120.670857749469,24.11949260905
TW,臺中市,南區,平和里,007,和平一巷2弄,58號,,,臺中市南區平和里007鄰和平一巷2弄58號,216522.1508,2668289.5823,120.670648747064,24.119434542391
TW,臺中市,南區,平和里,006,和平一巷2弄,59號,,,臺中市南區平和里006鄰和平一巷2弄59號,216547.8506,2668295.9633,120.670901428155,24.119492703154
TW,臺中市,南區,平和里,006,和平一巷2弄,61號,,,臺中市南區平和里006鄰和平一巷2弄61號,216552.0337,2668295.6733,120.670942587199,24.11949017331
TW,臺中市,南區,平和里,007,和平一巷2弄,62號,,,臺中市南區平和里007鄰和平一巷2弄62號,216516.3808,2668289.5933,120.670591982943,24.119434519323
TW,臺中市,南區,平和里,006,和平一巷2弄,63號,,,臺中市南區平和里006鄰和平一巷2弄63號,216556.2127,2668296.1133,120.670983689054,24.119494234747
TW,臺中市,南區,平和里,007,和平一巷2弄,64號,,,臺中市南區平和里007鄰和平一巷2弄64號,216539.0408,2668281.9633,120.670815082788,24.119366106391
TW,臺中市,南區,平和里,006,和平一巷2弄,65號,,,臺中市南區平和里006鄰和平一巷2弄65號,216559.5707,2668295.9633,120.671016727727,24.119492951501
TW,臺中市,南區,平和里,007,和平一巷2弄,66號,,,臺中市南區平和里007鄰和平一巷2弄66號,216532.5808,2668281.3433,120.670751545223,24.119360371274
TW,臺中市,南區,平和里,006,和平一巷2弄,67號,,,臺中市南區平和里006鄰和平一巷2弄67號,216542.2808,2668289.0823,120.670846792697,24.119430454572
TW,臺中市,南區,平和里,007,和平一巷2弄,68號,,,臺中市南區平和里007鄰和平一巷2弄68號,216523.3808,2668282.7133,120.670661006236,24.119372546302
TW,臺中市,南區,平和里,006,和平一巷2弄,69號,,,臺中市南區平和里006鄰和平一巷2弄69號,216546.3158,2668289.0733,120.670886488261,24.119430458833
TW,臺中市,南區,平和里,007,和平一巷2弄,70號,,,臺中市南區平和里007鄰和平一巷2弄70號,216513.2309,2668284.5933,120.670561110562,24.119389306062
TW,臺中市,南區,平和里,006,和平一巷2弄,73號,,,臺中市南區平和里006鄰和平一巷2弄73號,216551.8007,2668289.2423,120.670940443482,24.119432101023
TW,臺中市,南區,平和里,006,和平一巷2弄,75號,,,臺中市南區平和里006鄰和平一巷2弄75號,216555.6907,2668289.2233,120.670978712802,24.119432011894
TW,臺中市,南區,平和里,006,和平一巷2弄,77號,,,臺中市南區平和里006鄰和平一巷2弄77號,216559.0307,2668289.3023,120.671011569093,24.119432795974
TW,臺中市,南區,平和里,006,和平一巷2弄,79號,,,臺中市南區平和里006鄰和平一巷2弄79號,216563.6807,2668290.3433,120.671057290646,24.119442293973
TW,臺中市,南區,平和里,006,和平一巷2弄,81號,,,臺中市南區平和里006鄰和平一巷2弄81號,216572.0487,2668289.9523,120.671139622042,24.119438940762
TW,臺中市,南區,平和里,006,和平一巷2弄,83號,,,臺中市南區平和里006鄰和平一巷2弄83號,216557.3127,2668280.0573,120.67099488124,24.119349283808
TW,臺中市,南區,樹義里,020,樹義五巷137弄,1號,,,臺中市南區樹義里020鄰樹義五巷137弄1號,214953.796,2667154.2267,120.655247123344,24.109149052414
TW,臺中市,南區,樹義里,020,樹義五巷137弄,2號,,,臺中市南區樹義里020鄰樹義五巷137弄2號,214919.8361,2667155.0856,120.654913040486,24.109156054541
TW,臺中市,南區,樹義里,020,樹義五巷137弄,3號,,,臺中市南區樹義里020鄰樹義五巷137弄3號,214953.896,2667158.7166,120.655247998482,24.109189596124
TW,臺中市,南區,樹義里,020,樹義五巷137弄,4號,,,臺中市南區樹義里020鄰樹義五巷137弄4號,214919.9261,2667159.7166,120.654913813736,24.109197871159
TW,臺中市,南區,樹義里,020,樹義五巷137弄,5號,,,臺中市南區樹義里020鄰樹義五巷137弄5號,214954.006,2667163.3356,120.65524896887,24.109231304834
TW,臺中市,南區,樹義里,020,樹義五巷137弄,6號,,,臺中市南區樹義里020鄰樹義五巷137弄6號,214920.0161,2667164.0856,120.654914593327,24.109237322105
TW,臺中市,南區,樹義里,020,樹義五巷137弄,7號,,,臺中市南區樹義里020鄰樹義五巷137弄7號,214954.076,2667167.8356,120.655249548657,24.109271938171
TW,臺中市,南區,樹義里,020,樹義五巷137弄,8號,,,臺中市南區樹義里020鄰樹義五巷137弄8號,214920.1161,2667168.4666,120.654915470998,24.109276881623
TW,臺中市,南區,樹義里,020,樹義五巷137弄,9號,,,臺中市南區樹義里020鄰樹義五巷137弄9號,214966.426,2667160.3056,120.655371217188,24.109204221683
TW,臺中市,南區,樹義里,020,樹義五巷137弄,10號,,,臺中市南區樹義里020鄰樹義五巷137弄10號,214908.0462,2667159.3356,120.654796960855,24.109194167054
TW,臺中市,南區,樹義里,020,樹義五巷137弄,11號,,,臺中市南區樹義里020鄰樹義五巷137弄11號,214970.986,2667160.2266,120.655416075641,24.109203609526
TW,臺中市,南區,樹義里,020,樹義五巷137弄,12號,,,臺中市南區樹義里020鄰樹義五巷137弄12號,214904.0162,2667159.3356,120.654757317906,24.109194077496
TW,臺中市,南區,樹義里,020,樹義五巷137弄,13號,,,臺中市南區樹義里020鄰樹義五巷137弄13號,214975.6759,2667160.1256,120.655462212447,24.109202801592
TW,臺中市,南區,樹義里,020,樹義五巷137弄,14號,,,臺中市南區樹義里020鄰樹義五巷137弄14號,214902.6762,2667189.4665,120.654743406806,24.10946610909
TW,臺中市,南區,樹義里,020,樹義五巷137弄,15號,,,臺中市南區樹義里020鄰樹義五巷137弄15號,214980.3859,2667160.0266,120.655508546927,24.109202012148
TW,臺中市,南區,樹義里,020,樹義五巷137弄,16號,,,臺中市南區樹義里020鄰樹義五巷137弄16號,214907.5861,2667189.2655,120.654791710264,24.109464403321
TW,臺中市,南區,樹義里,020,樹義五巷137弄,18號,,,臺中市南區樹義里020鄰樹義五巷137弄18號,214920.0061,2667179.0856,120.654914131936,24.109372761155
TW,臺中市,南區,樹義里,020,樹義五巷137弄,19號,,,臺中市南區樹義里020鄰樹義五巷137弄19號,214976.1359,2667186.1456,120.655466108736,24.109437753799
TW,臺中市,南區,樹義里,020,樹義五巷137弄,20號,,,臺中市南區樹義里020鄰樹義五巷137弄20號,214920.0961,2667183.5856,120.654914908358,24.109413394936
TW,臺中市,南區,樹義里,020,樹義五巷137弄,21號,,,臺中市南區樹義里020鄰樹義五巷137弄21號,214971.5059,2667186.3356,120.65542055893,24.109439366668
TW,臺中市,南區,樹義里,020,樹義五巷137弄,23號,,,臺中市南區樹義里020鄰樹義五巷137弄23號,214966.9659,2667186.5266,120.655375894428,24.10944099055
TW,臺中市,南區,樹義里,020,樹義五巷137弄,24號,,,臺中市南區樹義里020鄰樹義五巷137弄24號,214920.2861,2667192.5965,120.654916559304,24.10949476204
TW,臺中市,南區,樹義里,020,樹義五巷137弄,25號,,,臺中市南區樹義里020鄰樹義五巷137弄25號,214954.316,2667178.3356,120.655251655663,24.109366750991
TW,臺中市,南區,樹義里,020,樹義五巷137弄,26號,,,臺中市南區樹義里020鄰樹義五巷137弄26號,214911.7181,2667206.0965,120.654831949233,24.109616467025
TW,臺中市,南區,樹義里,020,樹義五巷137弄,26號,2,,臺中市南區樹義里020鄰樹義五巷137弄26號二樓,214911.7181,2667206.0965,120.654831949233,24.109616467025
TW,臺中市,南區,樹義里,020,樹義五巷137弄,26號,3,,臺中市南區樹義里020鄰樹義五巷137弄26號三樓,214911.7181,2667206.0965,120.654831949233,24.109616467025
TW,臺中市,南區,樹義里,020,樹義五巷137弄,26號,4,,臺中市南區樹義里020鄰樹義五巷137弄26號四樓,214911.7181,2667206.0965,120.654831949233,24.109616467025
TW,臺中市,南區,樹義里,020,樹義五巷137弄,26號,5,,臺中市南區樹義里020鄰樹義五巷137弄26號五樓,214911.7181,2667206.0965,120.654831949233,24.109616467025
TW,臺中市,南區,樹義里,020,樹義五巷137弄,26號,6,,臺中市南區樹義里020鄰樹義五巷137弄26號六樓,214911.7181,2667206.0965,120.654831949233,24.109616467025
TW,臺中市,南區,樹義里,020,樹義五巷137弄,26號,7,,臺中市南區樹義里020鄰樹義五巷137弄26號七樓,214911.7181,2667206.0965,120.654831949233,24.109616467025
TW,臺中市,南區,樹義里,020,樹義五巷137弄,27號,,,臺中市南區樹義里020鄰樹義五巷137弄27號,214954.406,2667182.8356,120.655252432191,24.109407384771
TW,臺中市,南區,樹義里,020,樹義五巷137弄,28號,,,臺中市南區樹義里020鄰樹義五巷137弄28號,214911.7181,2667206.0965,120.654831949233,24.109616467025
TW,臺中市,南區,樹義里,020,樹義五巷137弄,29號,,,臺中市南區樹義里020鄰樹義五巷137弄29號,214954.516,2667187.3356,120.655253405458,24.109448018995
TW,臺中市,南區,樹義里,020,樹義五巷137弄,31號,,,臺中市南區樹義里020鄰樹義五巷137弄31號,214954.616,2667191.8465,120.65525428009,24.109488752319
