addr:TW:dataset,source,addr:couontry,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:place,addr:housenumber,addr:unit,addr:full,description,x_3826,y_3826
168887,新北市政府,TW,新北市,淡水區,中和里,008,崙頂,5之2號,,新北市淡水區中和里008鄰崙頂5之2號,農業資材室不供設籍,299714.4801,2790737.8465
168887,新北市政府,TW,新北市,淡水區,北投里,013,北投子,92之15號,,新北市淡水區北投里013鄰北投子92之15號,農業資材室不供設籍,297765.4935168335,2785955.8820898207
168887,新北市政府,TW,新北市,淡水區,北投里,013,北投子,92之7號,,新北市淡水區北投里013鄰北投子92之7號,農業資材室不供設籍,297648.19673328753,2785483.46298214
168887,新北市政府,TW,新北市,淡水區,北投里,013,北投子,92之13號,,新北市淡水區北投里013鄰北投子92之13號,農業資材室不供設籍,297733.3605,2785961.543
168887,新北市政府,TW,新北市,淡水區,北投里,013,北投子,92之11號,,新北市淡水區北投里013鄰北投子92之11號,農業資材室不供設籍,297574.994057,2785820.2969255
168887,新北市政府,TW,新北市,淡水區,北投里,013,北投子,92之12號,,新北市淡水區北投里013鄰北投子92之12號,農業資材室不供設籍,297718.69550000003,2785934.1742000002
168887,新北市政府,TW,新北市,淡水區,北投里,013,北投子,92之25號,,新北市淡水區北投里013鄰北投子92之25號,農業資材室不供設籍,297894.291947,2785649.1658200
168887,新北市政府,TW,新北市,淡水區,坪頂里,007,吳仔厝,8號,,新北市淡水區坪頂里007鄰吳仔厝8號,農業資材室不供設籍,298491.9680751448,2782219.327880968
168887,新北市政府,TW,新北市,淡水區,坪頂里,001,小坪頂,101號,1,新北市淡水區坪頂里001鄰小坪頂101號之1,農業資材室,299433.3453832381,2783678.453881613
168887,新北市政府,TW,新北市,淡水區,坪頂里,001,小坪頂,101號,,新北市淡水區坪頂里001鄰小坪頂101號,林業資材室,299318.479670636,2783715.791847366
168887,新北市政府,TW,新北市,淡水區,坪頂里,009,三空泉,16之10號,,新北市淡水區坪頂里009鄰三空泉16之10號,農業資材室不供設籍,297573.209112,2784093.5152906
168887,新北市政府,TW,新北市,淡水區,屯山里,013,桂竹圍,4之5號,,新北市淡水區屯山里013鄰桂竹圍4之5號,農業資材室不供設籍,297826.2227024752,2791592.6547818966
168887,新北市政府,TW,新北市,淡水區,屯山里,006,溪口,4之12號,,新北市淡水區屯山里006鄰溪口4之12號,農業資材室不供設籍,295681.3339390955,2792216.2228043806
168887,新北市政府,TW,新北市,淡水區,屯山里,006,石頭厝,3號,7,新北市淡水區屯山里006鄰石頭厝3號之7,農業資材室,296338.32516387023,2791880.101413845
168887,新北市政府,TW,新北市,淡水區,屯山里,006,石頭厝,3號,6,新北市淡水區屯山里006鄰石頭厝3號之6,農業資材室,296046.79113172094,2791865.9379524332
168887,新北市政府,TW,新北市,淡水區,屯山里,006,番子田,3號,8,新北市淡水區屯山里006鄰番子田3號之8,門票收費設施,296266.66994455404,2791734.595284851
168887,新北市政府,TW,新北市,淡水區,屯山里,006,石頭厝,3之5號,,新北市淡水區屯山里006鄰石頭厝3之5號,農業資材室不供設籍,296136.7120650558,2791885.5941899084
168887,新北市政府,TW,新北市,淡水區,屯山里,007,石頭厝,6號,2,新北市淡水區屯山里007鄰石頭厝6號之2,農業資材室,296640.16376521974,2792354.4016760313
168887,新北市政府,TW,新北市,淡水區,屯山里,008,石頭厝,11號,3,新北市淡水區屯山里008鄰石頭厝11號之3,農業資材室,296645.33245182893,2792128.741039973
168887,新北市政府,TW,新北市,淡水區,屯山里,009,番社前,21號,,新北市淡水區屯山里009鄰番社前21號,農業資材室不供設籍,297260.5132508329,2792115.9188291174
168887,新北市政府,TW,新北市,淡水區,屯山里,004,六塊厝,14之2號,,新北市淡水區屯山里004鄰六塊厝14之2號,農業資材室不供設籍,295675.51029999996,2792445.4284
168887,新北市政府,TW,新北市,淡水區,屯山里,005,六塊厝,16之8號,,新北市淡水區屯山里005鄰六塊厝16之8號,農業資材室不供設籍,295806.728,2792778.3503
168887,新北市政府,TW,新北市,淡水區,屯山里,013,桂竹圍,3之12號,,新北市淡水區屯山里013鄰桂竹圍3之12號,農業資材室,297454.456700,2791938.7452000
168887,新北市政府,TW,新北市,淡水區,屯山里,006,溪口,4之18號,,新北市淡水區屯山里006鄰溪口4之18號,農業資材室,295683.064100,2792202.8459000
168887,新北市政府,TW,新北市,淡水區,屯山里,008,石頭厝,14之32號,,新北市淡水區屯山里008鄰石頭厝14之32號,農業資材室不供設籍,296937.9193,2792210.7417
168887,新北市政府,TW,新北市,淡水區,屯山里,006,石頭厝,2之7號,,新北市淡水區屯山里006鄰石頭厝2之7號,農業資材室不供設籍,296342.258500,2791981.4503000
168887,新北市政府,TW,新北市,淡水區,屯山里,008,石頭厝,14之8號,,新北市淡水區屯山里008鄰石頭厝14之8號,農業資材室不供設籍,296981.424419,2792032.8499935
168887,新北市政府,TW,新北市,淡水區,忠寮里,003,口湖子,5號,,新北市淡水區忠寮里003鄰口湖子5號,農業資材室不供設籍,297959.36832926853,2786925.9105521864
168887,新北市政府,TW,新北市,淡水區,忠寮里,012,桂花樹,1號,19,新北市淡水區忠寮里012鄰桂花樹1號之19,農業資材室,298715.53188834665,2787569.4473219723
168887,新北市政府,TW,新北市,淡水區,忠寮里,001,泉州厝,2號,,新北市淡水區忠寮里001鄰泉州厝2號,農業資材室不供設籍,298323.8370080201,2786757.477923964
168887,新北市政府,TW,新北市,淡水區,忠寮里,007,演戲埔腳,2之8號,,新北市淡水區忠寮里007鄰演戲埔腳2之8號,農業資材室不供設籍,297871.53843939345,2787193.6408043853
168887,新北市政府,TW,新北市,淡水區,忠寮里,005,竹圍子,8之15號,,新北市淡水區忠寮里005鄰竹圍子8之15號,農業資材室不供設籍,298449.2058159225,2787215.4248308404
168887,新北市政府,TW,新北市,淡水區,忠寮里,005,竹圍子,8之17號,,新北市淡水區忠寮里005鄰竹圍子8之17號,農業設施不供設籍,298413.0685250276,2787388.08087912
168887,新北市政府,TW,新北市,淡水區,忠寮里,011,後寮,9之1號,,新北市淡水區忠寮里011鄰後寮9之1號,農業資材室不供設籍,298161.793750,2787906.3500000
168887,新北市政府,TW,新北市,淡水區,忠寮里,012,桂花樹,1之17號,,新北市淡水區忠寮里012鄰桂花樹1之17號,農業資材室不供設籍,298440.0966,2787554.4364
168887,新北市政府,TW,新北市,淡水區,忠寮里,009,水尾子,6號,,新北市淡水區忠寮里009鄰水尾子6號,農業資材室不供設籍,296747.7575,2787514.5596
168887,新北市政府,TW,新北市,淡水區,忠寮里,009,水尾子,7號,,新北市淡水區忠寮里009鄰水尾子7號,農業資材室不供設籍,296741.5034,2787564.4071
168887,新北市政府,TW,新北市,淡水區,忠寮里,007,演戲埔腳,2之12號,,新北市淡水區忠寮里007鄰演戲埔腳2之12號,農機具室不供設籍,297895.564806,2787173.2198267
168887,新北市政府,TW,新北市,淡水區,忠寮里,010,破瓦厝子,2之5號,,新北市淡水區忠寮里010鄰破瓦厝子2之5號,農業資材室不供設籍,297716.8406,2787804.9312
168887,新北市政府,TW,新北市,淡水區,忠寮里,010,破瓦厝子,1之11號,,新北市淡水區忠寮里010鄰破瓦厝子1之11號,農業資材室不供設籍,297855.8216,2787880.7761
168887,新北市政府,TW,新北市,淡水區,忠寮里,004,竹圍子,5之3號,,新北市淡水區忠寮里004鄰竹圍子5之3號,農業資材室不供設籍,298698.8986,2787206.0126
168887,新北市政府,TW,新北市,淡水區,忠寮里,005,竹圍子,8之13號,,新北市淡水區忠寮里005鄰竹圍子8之13號,農業資材室不供設籍,298343.59112704656,2787298.20127762
168887,新北市政府,TW,新北市,淡水區,忠寮里,005,竹圍子,8之12號,,新北市淡水區忠寮里005鄰竹圍子8之12號,農業資材室不供設籍,298524.5208,2787255.2308
168887,新北市政府,TW,新北市,淡水區,忠寮里,004,竹圍子,6之5號,,新北市淡水區忠寮里004鄰竹圍子6之5號,農業資材室,298542.367700,2787260.4126000
168887,新北市政府,TW,新北市,淡水區,忠寮里,005,竹圍子,8之11號,,新北市淡水區忠寮里005鄰竹圍子8之11號,農業資材室不供設籍,298469.7737817038,2787239.237225781
168887,新北市政府,TW,新北市,淡水區,忠寮里,005,竹圍子,8之9號,,新北市淡水區忠寮里005鄰竹圍子8之9號,農業資材室不供設籍,298365.427800,2787256.8134383
168887,新北市政府,TW,新北市,淡水區,忠山里,001,三塊厝,3號,7,新北市淡水區忠山里001鄰三塊厝3號之7,農業資材室,295888.6977210705,2789035.420665537
168887,新北市政府,TW,新北市,淡水區,忠山里,006,中洲子,2號,1,新北市淡水區忠山里006鄰中洲子2號之1,農業資材室,298139.4687795178,2788371.7277092612
168887,新北市政府,TW,新北市,淡水區,忠山里,007,番子厝,1號,8,新北市淡水區忠山里007鄰番子厝1號之8,農業資材室,297112.47736834444,2788401.9917859994
168887,新北市政府,TW,新北市,淡水區,忠山里,007,番子厝,6號,1,新北市淡水區忠山里007鄰番子厝6號之1,農業資材室,296895.8903090969,2788384.3052557255
168887,新北市政府,TW,新北市,淡水區,忠山里,001,三塊厝,9號,,新北市淡水區忠山里001鄰三塊厝9號,農業資材室不供設籍,296047.0111,2789172.5512
168887,新北市政府,TW,新北市,淡水區,忠山里,002,後坑子,3之1號,,新北市淡水區忠山里002鄰後坑子3之1號,農業資材室不供設籍,296655.5797,2788836.624
168887,新北市政府,TW,新北市,淡水區,忠山里,003,椿子林,29號,,新北市淡水區忠山里003鄰椿子林29號,農業資材室,298573.1668151064,2788561.985882811
168887,新北市政府,TW,新北市,淡水區,樹興里,002,埔子頂,8號,1,新北市淡水區樹興里002鄰埔子頂8號之1,農業資材室,298757.5963674824,2785228.7659508074
168887,新北市政府,TW,新北市,淡水區,樹興里,003,糞箕湖,1之10號,,新北市淡水區樹興里003鄰糞箕湖1之10號,農業資材室不供設籍,298688.7128596673,2784804.832886376
168887,新北市政府,TW,新北市,淡水區,樹興里,010,樹林口,18之3號,,新北市淡水區樹興里010鄰樹林口18之3號,農業資材室不供設籍,298298.4035,2784580.6766999997
168887,新北市政府,TW,新北市,淡水區,樹興里,012,樹林口,45號,,新北市淡水區樹興里012鄰樹林口45號,農業資材室不供設籍,297074.5518,2784536.565
168887,新北市政府,TW,新北市,淡水區,樹興里,005,興福寮,1之9號,,新北市淡水區樹興里005鄰興福寮1之9號,農業資材室不供設籍,299132.5826,2784256.4218
168887,新北市政府,TW,新北市,淡水區,樹興里,005,興福寮,100之2號,,新北市淡水區樹興里005鄰興福寮100之2號,管理員室不供設籍,298974.894989,2784150.1061267
168887,新北市政府,TW,新北市,淡水區,民生里,005,樹梅坑,2之8號,,新北市淡水區民生里005鄰樹梅坑2之8號,林業資材室不供設籍,297305.19552359136,2782057.1956940964
168887,新北市政府,TW,新北市,淡水區,民生里,005,樹梅坑,3之5號,,新北市淡水區民生里005鄰樹梅坑3之5號,農業資材室不供設籍,297449.5619170647,2782100.568558905
168887,新北市政府,TW,新北市,淡水區,民生里,005,樹梅坑,3號,6,新北市淡水區民生里005鄰樹梅坑3號之6,農業資材室,297477.21398349357,2782189.4163105264
168887,新北市政府,TW,新北市,淡水區,民生里,005,樹梅坑,19之2號,,新北市淡水區民生里005鄰樹梅坑19之2號,農業資材室不供設籍,297493.24179999996,2781570.7881
168887,新北市政府,TW,新北市,淡水區,民生里,005,樹梅坑,10之2號,,新北市淡水區民生里005鄰樹梅坑10之2號,農業資材室不供設籍,297737.2424,2781608.8117
168887,新北市政府,TW,新北市,淡水區,民生里,005,樹梅坑,19之1號,,新北市淡水區民生里005鄰樹梅坑19之1號,農業資材室不供設籍,297494.9154,2781587.1463
168887,新北市政府,TW,新北市,淡水區,民生里,005,樹梅坑,2之9號,,新北市淡水區民生里005鄰樹梅坑2之9號,農業資材室,297309.517600,2782039.5674000
168887,新北市政府,TW,新北市,淡水區,民生里,005,樹梅坑,6之10號,,新北市淡水區民生里005鄰樹梅坑6之10號,農業資材室不供設籍,297681.404,2782053.3966
168887,新北市政府,TW,新北市,淡水區,民生里,005,樹梅坑,6之9號,,新北市淡水區民生里005鄰樹梅坑6之9號,農業資材室,297651.941700,2782010.6652000
168887,新北市政府,TW,新北市,淡水區,民生里,005,樹梅坑,7之8號,,新北市淡水區民生里005鄰樹梅坑7之8號,農業資材室不供設籍,297655.32910000003,2781931.3278
168887,新北市政府,TW,新北市,淡水區,水源里,006,南勢埔32巷,13號,,新北市淡水區水源里006鄰南勢埔32巷13號,農業資材室不供設籍,298918.41317547066,2785813.3466222654
168887,新北市政府,TW,新北市,淡水區,水源里,003,山子邊,7號,3,新北市淡水區水源里003鄰山子邊7號之3,農業資材室,298641.8208261046,2786338.9278643182
168887,新北市政府,TW,新北市,淡水區,水源里,017,山子邊,22號,3,新北市淡水區水源里017鄰山子邊22號之3,農業資材室,299630.901832739,2786776.445412416
168887,新北市政府,TW,新北市,淡水區,水源里,020,楓樹湖,23號,1,新北市淡水區水源里020鄰楓樹湖23號之1,農業資材室,300372.0664058734,2787094.672974939
168887,新北市政府,TW,新北市,淡水區,水源里,012,社厝坑,6之2號,,新北市淡水區水源里012鄰社厝坑6之2號,農業資材室不供設籍,297389.82261070225,2786928.130082131
168887,新北市政府,TW,新北市,淡水區,水源里,012,社厝坑,6號,3,新北市淡水區水源里012鄰社厝坑6號之3,農業資材室,297434.3465581224,2786873.978000293
168887,新北市政府,TW,新北市,淡水區,水源里,007,南勢埔,36之2號,,新北市淡水區水源里007鄰南勢埔36之2號,農業資材室不供設籍,298936.5705,2785558.5619
168887,新北市政府,TW,新北市,淡水區,水源里,021,大溪,7之5號,,新北市淡水區水源里021鄰大溪7之5號,林業資材室不供設籍,300134.640833,2787138.0067084
168887,新北市政府,TW,新北市,淡水區,水源里,021,大溪,7之6號,,新北市淡水區水源里021鄰大溪7之6號,林業資材室不供設籍,300081.3233,2787118.3181
168887,新北市政府,TW,新北市,淡水區,水源里,003,山子邊,5之9號,,新北市淡水區水源里003鄰山子邊5之9號,農業資材室不供設籍,298774.9657,2786239.7772000003
168887,新北市政府,TW,新北市,淡水區,水源里,003,山子邊,15之6號,,新北市淡水區水源里003鄰山子邊15之6號,農業資材室不供設籍,298546.81909999996,2786254.5903000003
168887,新北市政府,TW,新北市,淡水區,水源里,003,山子邊,15之5號,,新北市淡水區水源里003鄰山子邊15之5號,農業資材室不供設籍,298545.4016,2786272.9751
168887,新北市政府,TW,新北市,淡水區,水源里,003,山子邊,17號,,新北市淡水區水源里003鄰山子邊17號,農業資材室不供設籍,298988.9189,2786062.2764999997
168887,新北市政府,TW,新北市,淡水區,水源里,017,山子頂,22之19號,,新北市淡水區水源里017鄰山子頂22之19號,農業資材室不供設籍,299469.4449,2786956.5849
168887,新北市政府,TW,新北市,淡水區,水源里,017,山子頂,22之18號,,新北市淡水區水源里017鄰山子頂22之18號,農業資材室不供設籍,299542.972833,2786942.5501233
168887,新北市政府,TW,新北市,淡水區,水源里,018,楓樹湖,3之7號,,新北市淡水區水源里018鄰楓樹湖3之7號,農業資材室不供設籍,300035.3852,2786720.0225
168887,新北市政府,TW,新北市,淡水區,水源里,008,瓦磘坑,6之3號,,新北市淡水區水源里008鄰瓦磘坑6之3號,農業資材室不供設籍,298056.7106,2785966.9241
168887,新北市政府,TW,新北市,淡水區,水源里,008,瓦磘坑,7之15號,,新北市淡水區水源里008鄰瓦磘坑7之15號,農業資材室不供設籍,298083.575358,2785984.2390117
168887,新北市政府,TW,新北市,淡水區,水源里,012,社厝坑,13號,,新北市淡水區水源里012鄰社厝坑13號,農業資材室不供設籍,297155.2991,2787024.7983999997
168887,新北市政府,TW,新北市,淡水區,興仁里,014,大牛稠,6之1號,,新北市淡水區興仁里014鄰大牛稠6之1號,農業資材室不供設籍,297305.3037,2790107.7224000003
168887,新北市政府,TW,新北市,淡水區,興仁里,014,大牛稠,7號,,新北市淡水區興仁里014鄰大牛稠7號,農業資材室不供設籍,297446.43,2790013.9611
168887,新北市政府,TW,新北市,淡水區,蕃薯里,004,南平,18之6號,,新北市淡水區蕃薯里004鄰南平18之6號,農業資材室不供設籍,299420.8908995154,2790072.660343477
168887,新北市政府,TW,新北市,淡水區,蕃薯里,006,南平,12之5號,,新北市淡水區蕃薯里006鄰南平12之5號,農業資材室不供設籍,298458.1212648565,2790105.711188946
168887,新北市政府,TW,新北市,淡水區,蕃薯里,006,南平,12之3號,,新北市淡水區蕃薯里006鄰南平12之3號,農業資材室不供設籍,298391.9333022851,2790188.615733133
168887,新北市政府,TW,新北市,淡水區,蕃薯里,001,水碓,1之1號,,新北市淡水區蕃薯里001鄰水碓1之1號,農業資材室不供設籍,297796.3933477243,2790442.4585639955
168887,新北市政府,TW,新北市,淡水區,蕃薯里,001,水碓,10號,1,新北市淡水區蕃薯里001鄰水碓10號之1,農業資材室,297917.0723062899,2790303.091322998
168887,新北市政府,TW,新北市,淡水區,興仁里,014,大牛稠,6號,,新北市淡水區興仁里014鄰大牛稠6號,農業資材室不供設籍,297359.0680591299,2789974.41940218
168887,新北市政府,TW,新北市,淡水區,興仁里,013,店子後,12號,3,新北市淡水區興仁里013鄰店子後12號之3,農業資材室,296666.9040375743,2790201.158882323
168887,新北市政府,TW,新北市,淡水區,興仁里,013,店子後,12號,2,新北市淡水區興仁里013鄰店子後12號之2,農業資材室,296678.06080330733,2790179.1569390823
168887,新北市政府,TW,新北市,淡水區,興仁里,013,店子後,12號,8,新北市淡水區興仁里013鄰店子後12號之8,農業資材室,296741.42532032303,2790261.3546624603
168887,新北市政府,TW,新北市,淡水區,興仁里,013,店子後,12號,6,新北市淡水區興仁里013鄰店子後12號之6,農業資材室,296768.0892378041,2790209.840107814
168887,新北市政府,TW,新北市,淡水區,興仁里,013,店子後,12號,7,新北市淡水區興仁里013鄰店子後12號之7,農業資材室,296777.4018596383,2790252.340178039
168887,新北市政府,TW,新北市,淡水區,興仁里,013,店子後,12號,5,新北市淡水區興仁里013鄰店子後12號之5,農業資材室,296748.52874474146,2790160.853696219
168887,新北市政府,TW,新北市,淡水區,興仁里,002,頂田寮,11之7號,,新北市淡水區興仁里002鄰頂田寮11之7號,農業資材室不供設籍,296474.27568367304,2789589.0515189026
168887,新北市政府,TW,新北市,淡水區,蕃薯里,003,南平,14之5號,,新北市淡水區蕃薯里003鄰南平14之5號,農業資材室,298874.096600,2790354.6824000
168887,新北市政府,TW,新北市,淡水區,蕃薯里,005,安子內,3之1號,,新北市淡水區蕃薯里005鄰安子內3之1號,農業資材室不供設籍,298701.5171,2789829.6764
168887,新北市政府,TW,新北市,淡水區,蕃薯里,006,安子內,12之2號,,新北市淡水區蕃薯里006鄰安子內12之2號,農業資材室不供設籍,298477.9249,2790208.0721
168887,新北市政府,TW,新北市,淡水區,蕃薯里,005,安子內,5之7號,,新北市淡水區蕃薯里005鄰安子內5之7號,農業資材室不供設籍,298605.1244,2789755.5533
168887,新北市政府,TW,新北市,淡水區,蕃薯里,001,水碓,18之1號,,新北市淡水區蕃薯里001鄰水碓18之1號,農業資材室不供設籍,298039.361545,2790768.1719883
168887,新北市政府,TW,新北市,淡水區,賢孝里,007,八里堆,6號,7,新北市淡水區賢孝里007鄰八里堆6號之7,農業資材室,296298.5767827435,2790780.457911892
168887,新北市政府,TW,新北市,淡水區,賢孝里,007,八里堆,7之7號,,新北市淡水區賢孝里007鄰八里堆7之7號,農業資材室不供設籍,296415.22123403655,2790858.7205293253
168887,新北市政府,TW,新北市,淡水區,賢孝里,008,八里堆,19號,,新北市淡水區賢孝里008鄰八里堆19號,農業資材室不供設籍,297047.19859481375,2790465.4508057004
168887,新北市政府,TW,新北市,淡水區,賢孝里,010,公埔子,22號,5,新北市淡水區賢孝里010鄰公埔子22號之5,農業資材室,297227.97343654226,2791326.8472871515
168887,新北市政府,TW,新北市,淡水區,賢孝里,010,公埔子,22號,3,新北市淡水區賢孝里010鄰公埔子22號之3,農業資材室,297213.08108300576,2791335.127010855
168887,新北市政府,TW,新北市,淡水區,賢孝里,010,公埔子,22之2號,,新北市淡水區賢孝里010鄰公埔子22之2號,農業資材室不供設籍,297247.7432939288,2791314.8219051594
168887,新北市政府,TW,新北市,淡水區,賢孝里,011,公埔子,28號,6,新北市淡水區賢孝里011鄰公埔子28號之6,農業資材室,296932.72063519293,2791641.613617253
168887,新北市政府,TW,新北市,淡水區,賢孝里,013,番子田,22號,,新北市淡水區賢孝里013鄰番子田22號,農業資材室不供設籍,296195.04827626433,2791277.7560195844
168887,新北市政府,TW,新北市,淡水區,賢孝里,007,八里堆,5之10號,,新北市淡水區賢孝里007鄰八里堆5之10號,農業資材室不供設籍,296227.4556,2790666.0996
168887,新北市政府,TW,新北市,淡水區,賢孝里,008,八里堆,20號,,新北市淡水區賢孝里008鄰八里堆20號,農業資材室不供設籍,297022.000487,2790703.1438867
168887,新北市政府,TW,新北市,淡水區,賢孝里,010,公埔子,25之2號,,新北市淡水區賢孝里010鄰公埔子25之2號,農業資材室不供設籍,297329.4556,2791530.7826
168887,新北市政府,TW,新北市,淡水區,賢孝里,011,公埔子,33之12號,,新北市淡水區賢孝里011鄰公埔子33之12號,農業資材室不供設籍,296437.630799,2791804.3024900
168887,新北市政府,TW,新北市,林口區,下福里,020,下福,10號,2,新北市林口區下福里020鄰下福10號之2,興福國小員工宿舍,281499.146,2778300.848
168887,新北市政府,TW,新北市,林口區,下福里,019,下福,18號,,新北市林口區下福里019鄰下福18號,農業資材室不供設籍,281407.26824944536,2777945.075500756
168887,新北市政府,TW,新北市,林口區,下福里,020,下福,10之1號,,新北市林口區下福里020鄰下福10之1號,興福國小,281606.853104,2778147.24449
168887,新北市政府,TW,新北市,林口區,中湖里,017,菁埔,88號,,新北市林口區中湖里017鄰菁埔88號,畜牧設施,286999.359100,2776871.9112000
168887,新北市政府,TW,新北市,林口區,嘉寶里,020,寶斗厝坑,5號,,新北市林口區嘉寶里020鄰寶斗厝坑5號,農業資材室不供設籍,286674.0634901745,2776545.583036128
168887,新北市政府,TW,新北市,林口區,嘉寶里,017,寶斗厝坑,15之5號,,新北市林口區嘉寶里017鄰寶斗厝坑15之5號,農業資材室不供設籍,285481.38202373066,2777542.9772753054
168887,新北市政府,TW,新北市,林口區,嘉寶里,014,寶斗厝坑,47之3號,,新北市林口區嘉寶里014鄰寶斗厝坑47之3號,農業資材室不供設籍,285041.55495250586,2777846.644007773
168887,新北市政府,TW,新北市,林口區,嘉寶里,011,寶斗厝坑,66號,,新北市林口區嘉寶里011鄰寶斗厝坑66號,農業資材室不供設籍,283279.75413834513,2778280.7226995165
168887,新北市政府,TW,新北市,林口區,嘉寶里,011,寶斗厝坑,68號,,新北市林口區嘉寶里011鄰寶斗厝坑68號,農業資材室不供設籍,283265.93902285123,2778288.759328639
168887,新北市政府,TW,新北市,林口區,嘉寶里,001,嘉溪雅坑,5號,,新北市林口區嘉寶里001鄰嘉溪雅坑5號,北歐能源股份有限公司,284886.674192,2776857.05413
168887,新北市政府,TW,新北市,林口區,太平里,005,太平嶺,26之3號,,新北市林口區太平里005鄰太平嶺26之3號,農業資材室不供設籍,287889.21408744465,2778718.6135155493
168887,新北市政府,TW,新北市,林口區,太平里,005,太平嶺,27號,,新北市林口區太平里005鄰太平嶺27號,農業資材室不供設籍,288032.2074399416,2778559.759698973
168887,新北市政府,TW,新北市,林口區,太平里,011,後坑,38之2號,,新北市林口區太平里011鄰後坑38之2號,農業資材室不供設籍,285940.5149,2780308.4712
168887,新北市政府,TW,新北市,林口區,太平里,008,後坑,12號,,新北市林口區太平里008鄰後坑12號,農業資材室不供設籍,286344.53657132695,2779060.790531869
168887,新北市政府,TW,新北市,林口區,湖北里,002,湖子,10之9號,,新北市林口區湖北里002鄰湖子10之9號,農業資材室不供設籍,289128.62446691154,2775842.036544934
168887,新北市政府,TW,新北市,林口區,湖北里,010,後湖,11之63號,,新北市林口區湖北里010鄰後湖11之63號,管理員室,289033.338726,2776648.2586700
168887,新北市政府,TW,新北市,林口區,頂福里,005,頂福,28之2號,,新北市林口區頂福里005鄰頂福28之2號,農業資材室不供設籍,285381.8354178646,2776562.8557074713
168887,新北市政府,TW,新北市,林口區,頂福里,009,頂福,84之7號,,新北市林口區頂福里009鄰頂福84之7號,農業資材室不供設籍,282999.86734063586,2777354.6054329756
